model,curve_type,x_value,y_value,threshold
Logistic Regression,ROC,0.01630348337839987,0.5182328190743338,0.5948555785765162
Logistic Regression,ROC,0.01630348337839987,0.5189340813464236,0.5947259164484442
Logistic Regression,ROC,0.01638301256561158,0.5189340813464236,0.5941048178512318
Logistic Regression,ROC,0.01638301256561158,0.5217391304347826,0.5922327889249771
Logistic Regression,ROC,0.016462541752823287,0.5217391304347826,0.5910253503652688
Logistic Regression,ROC,0.016462541752823287,0.5224403927068724,0.5907867177966611
Logistic Regression,ROC,0.016542070940034993,0.5224403927068724,0.590591071260097
Logistic Regression,ROC,0.016542070940034993,0.5259467040673211,0.5831503665226001
Logistic Regression,ROC,0.016701129314458406,0.5259467040673211,0.5819502802366996
Logistic Regression,ROC,0.016701129314458406,0.5266479663394109,0.5804840512331648
Logistic Regression,ROC,0.016780658501670112,0.5266479663394109,0.5803263991608821
Logistic Regression,ROC,0.016780658501670112,0.5308555399719496,0.5744830274843272
Logistic Regression,ROC,0.01686018768888182,0.5308555399719496,0.5725744040831874
Logistic Regression,ROC,0.01686018768888182,0.5336605890603086,0.5675402889709048
Logistic Regression,ROC,0.016939716876093525,0.5336605890603086,0.5672568381889264
Logistic Regression,ROC,0.016939716876093525,0.5343618513323983,0.5667769857211357
Logistic Regression,ROC,0.017019246063305234,0.5343618513323983,0.5662510877325578
Logistic Regression,ROC,0.017019246063305234,0.5371669004207573,0.5624635247958455
Logistic Regression,ROC,0.017178304437728647,0.5371669004207573,0.5613924803747221
Logistic Regression,ROC,0.017178304437728647,0.5378681626928471,0.5606357099351935
Logistic Regression,ROC,0.017257833624940353,0.5378681626928471,0.5606106955930455
Logistic Regression,ROC,0.017257833624940353,0.5392706872370266,0.5581713309871503
Logistic Regression,ROC,0.017416891999363766,0.5392706872370266,0.556522551702324
Logistic Regression,ROC,0.017416891999363766,0.5399719495091164,0.5564070781880999
Logistic Regression,ROC,0.017496421186575472,0.5399719495091164,0.5548791061746741
Logistic Regression,ROC,0.017496421186575472,0.541374474053296,0.5537940350553076
Logistic Regression,ROC,0.0178145379354223,0.541374474053296,0.5521655292704064
Logistic Regression,ROC,0.0178145379354223,0.5434782608695652,0.549094830559275
Logistic Regression,ROC,0.017894067122634007,0.5434782608695652,0.5484924213307073
Logistic Regression,ROC,0.017894067122634007,0.5448807854137447,0.5479822229633865
Logistic Regression,ROC,0.01805312549705742,0.5448807854137447,0.5476734432766727
Logistic Regression,ROC,0.01805312549705742,0.5462833099579243,0.5472639281756648
Logistic Regression,ROC,0.018132654684269126,0.5462833099579243,0.5462876584895341
Logistic Regression,ROC,0.018132654684269126,0.5469845722300141,0.546055602654432
Logistic Regression,ROC,0.018212183871480832,0.5469845722300141,0.544947388608072
Logistic Regression,ROC,0.018212183871480832,0.5476858345021038,0.5446051922627033
Logistic Regression,ROC,0.018450771433115954,0.5476858345021038,0.542386633667708
Logistic Regression,ROC,0.018450771433115954,0.5511921458625526,0.5374673829079308
Logistic Regression,ROC,0.01853030062032766,0.5511921458625526,0.5356220611826321
Logistic Regression,ROC,0.01853030062032766,0.5525946704067322,0.5314599909331006
Logistic Regression,ROC,0.018848417369174485,0.5525946704067322,0.5287308609855947
Logistic Regression,ROC,0.018848417369174485,0.5532959326788219,0.525429084617708
Logistic Regression,ROC,0.0190074757435979,0.5532959326788219,0.5241048759992664
Logistic Regression,ROC,0.0190074757435979,0.5561009817671809,0.5177927572382458
Logistic Regression,ROC,0.019087004930809608,0.5561009817671809,0.5174426810865953
