model,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,log_loss,brier_score,predicted_churn_rate,top_5_capture,top_5_lift,top_10_capture,top_10_lift,top_20_capture,top_20_lift,top_5_customers,top_10_customers,top_20_customers,top_5_captured_churners,top_10_captured_churners,top_20_captured_churners,training_time_seconds,feature_count,random_state
XGBoost,0.5,0.9424285714285714,0.7705061082024433,0.6192145862552595,0.6866251944012441,0.9500417834972363,0.7575564002247369,0.15191859006881714,0.043618232011795044,0.08185714285714285,0.4067321178120617,8.134642356241233,0.7019635343618513,7.019635343618513,0.896914446002805,4.484572230014025,700,1400,2800,580,1001,1279,3.951350299990736,169,42
