model,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,log_loss,brier_score,predicted_churn_rate,top_5_pct_churn_capture,top_5_pct_lift,top_10_pct_churn_capture,top_10_pct_lift,top_20_pct_churn_capture,top_20_pct_lift,no_skill_pr_auc,pr_auc_beats_no_skill,feature_count,random_state,max_iter,class_weight,training_seconds,iterations_used,converged
Logistic Regression,0.5,0.9377857142857143,0.7660594439117929,0.5603085553997195,0.6472255974078575,0.9185874880176397,0.6800355880376492,0.18245654209313317,0.050011481725801735,0.0745,0.4011220196353436,8.022440392706873,0.6584852734922861,6.584852734922861,0.8197755960729313,4.098877980364656,0.10185714285714285,True,169,42,3000,None,3.511833700002171,80,True
