model,threshold,accuracy,precision,recall,f1,roc_auc,pr_auc,log_loss,brier_score,predicted_churn_rate,top_5_churn_capture,top_5_lift,top_10_churn_capture,top_10_lift,top_20_churn_capture,top_20_lift
HistGradientBoosting,0.5,0.9413571428571429,0.7605512489233419,0.6192145862552595,0.6826439891766525,0.9477010822438875,0.7551235519572426,0.1536577410712565,0.04393831903071392,0.08292857142857143,0.4102384291725105,8.20476858345021,0.6977559607293128,6.977559607293128,0.8920056100981767,4.460028050490884
