feature,status,reason,selection_stage,correlation_group,missing_pct_dev,mutual_information,mi_rank,mean_cv_auc,cv_auc_std,stable_folds,stability_rate,permutation_importance_mean,permutation_importance_std,feature_family
isd_ic_mou_max_6_8,Excluded,Redundant with preferred feature: isd_ic_mou_std_6_8,Correlation redundancy,24.0,1.1071626279040698,,,,,,,,,Voice / Call Behavior
isd_ic_mou_min_6_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,1.1071626279040698,0.0002835539927714681,287.0,0.5022004560823925,0.00025400617834467977,0.0,0.0,,,Voice / Call Behavior
isd_ic_mou_pct_change_6_to_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,85.1979499633922,0.004309625696691688,227.0,0.5171001512567794,0.003286206129136127,0.0,0.0,,,Voice / Call Behavior
isd_ic_mou_pct_change_7_to_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,84.23364702941124,0.003935664553015306,229.0,0.5139806551827817,0.0041938810406327775,0.0,0.0,,,Voice / Call Behavior
isd_ic_mou_std_6_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,24.0,1.1071626279040698,0.006137881366365727,203.0,0.5479008762308661,0.004044494372611835,2.0,0.4,,,Voice / Call Behavior
isd_og_mou_6,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,4.017928891587349,0.0,303.0,,,,,,,Voice / Call Behavior
isd_og_mou_7,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,3.8804264361863607,0.0,304.0,,,,,,,Voice / Call Behavior
isd_og_mou_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,5.36616725298666,0.001031613656105712,267.0,0.5100948812452174,0.002372377685430887,0.0,0.0,,,Voice / Call Behavior
isd_og_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
isd_og_mou_avg_6_8,Excluded,Redundant with preferred feature: isd_og_mou_std_6_8,Correlation redundancy,20.0,1.1071626279040698,,,,,,,,,Voice / Call Behavior
isd_og_mou_change_6_to_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,8.084072929873749,0.0032165917526001397,238.0,0.5021277990377365,0.001912600190890938,0.0,0.0,,,Voice / Call Behavior
isd_og_mou_change_7_to_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,6.889408739441776,0.0005983699937752718,281.0,0.5025675579729307,0.0024419344892052837,0.0,0.0,,,Voice / Call Behavior
isd_og_mou_max_6_8,Excluded,Redundant with preferred feature: isd_og_mou_std_6_8,Correlation redundancy,20.0,1.1071626279040698,,,,,,,,,Voice / Call Behavior
isd_og_mou_min_6_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,1.1071626279040698,0.0,299.0,,,,,,,Voice / Call Behavior
isd_og_mou_pct_change_6_to_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,95.48563367202986,0.0008999573124908178,271.0,0.5049587715775073,0.0014163341550317014,0.0,0.0,,,Voice / Call Behavior
isd_og_mou_pct_change_7_to_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,95.73385239022126,0.0016148904227579752,258.0,0.5032504642910093,0.001731955789127316,0.0,0.0,,,Voice / Call Behavior
isd_og_mou_std_6_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,20.0,1.1071626279040698,0.002415860144799664,246.0,0.5114504927814327,0.0033256014275427023,0.0,0.0,,,Voice / Call Behavior
loc_ic_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
loc_ic_mou_avg_6_8,Excluded,Redundant with preferred feature: loc_ic_mou_max_6_8,Correlation redundancy,22.0,1.1071626279040698,,,,,,,,,Voice / Call Behavior
loc_ic_t2f_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
loc_ic_t2m_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
loc_ic_t2o_mou,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,1.0250183038982839,0.0009786609855140238,269.0,,,0.0,0.0,,,Voice / Call Behavior
loc_ic_t2t_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
loc_og_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
loc_og_mou_avg_6_8,Excluded,Redundant with preferred feature: loc_og_mou_max_6_8,Correlation redundancy,18.0,1.1071626279040698,,,,,,,,,Voice / Call Behavior
loc_og_t2c_mou_6,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,4.017928891587349,0.0,307.0,,,,,,,Voice / Call Behavior
loc_og_t2c_mou_7,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,3.8804264361863607,0.0024667562742957116,245.0,0.5129535466170545,0.005091900068262847,0.0,0.0,,,Voice / Call Behavior
loc_og_t2c_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
loc_og_t2f_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
loc_og_t2m_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
loc_og_t2o_mou,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,1.0250183038982839,9.005491842817293e-05,291.0,,,0.0,0.0,,,Voice / Call Behavior
loc_og_t2t_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
offnet_mou_6,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,4.017928891587349,0.00793816236258138,187.0,0.513331053705405,0.0032230181548790777,0.0,0.0,,,Voice / Call Behavior
offnet_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
og_others_6,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,4.017928891587349,0.0,302.0,,,,,,,Voice / Call Behavior
og_others_7,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,3.8804264361863607,0.00039639299036231535,286.0,0.5012248018388626,0.00044467098746489125,0.0,0.0,,,Voice / Call Behavior
og_others_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,5.36616725298666,4.209307596036993e-05,292.0,0.5018715332272669,0.0004128090969680602,0.0,0.0,,,Voice / Call Behavior
onnet_mou_6,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,4.017928891587349,0.010249985229731973,165.0,0.538475840730041,0.006750113308529853,1.0,0.2,,,Voice / Call Behavior
onnet_mou_7,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,3.8804264361863607,0.03173336942104643,94.0,0.5271461887218918,0.008321150961052126,0.0,0.0,,,Voice / Call Behavior
onnet_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
roam_ic_mou_6,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,4.017928891587349,0.002943061085572962,241.0,0.549939865110777,0.006158338189086433,2.0,0.4,,,Voice / Call Behavior
roam_ic_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
roam_ic_mou_avg_6_8,Excluded,Redundant with preferred feature: roam_ic_mou_std_6_8,Correlation redundancy,25.0,1.1071626279040698,,,,,,,,,Voice / Call Behavior
roam_ic_mou_change_7_to_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,6.889408739441776,0.008657357035746882,177.0,0.5275461702869683,0.007946470090743899,0.0,0.0,,,Voice / Call Behavior
roam_ic_mou_max_6_8,Excluded,Redundant with preferred feature: roam_ic_mou_std_6_8,Correlation redundancy,25.0,1.1071626279040698,,,,,,,,,Voice / Call Behavior
roam_ic_mou_pct_change_6_to_8,Excluded,Redundant with preferred feature: roam_ic_mou_8,Correlation redundancy,1.0,81.61217164592225,,,,,,,,,Voice / Call Behavior
roam_og_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
roam_og_mou_avg_6_8,Excluded,Redundant with preferred feature: roam_og_mou_std_6_8,Correlation redundancy,21.0,1.1071626279040698,,,,,,,,,Voice / Call Behavior
roam_og_mou_change_7_to_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,6.889408739441776,0.008205361903951491,183.0,0.5251837823731915,0.008257922347700534,0.0,0.0,,,Voice / Call Behavior
roam_og_mou_max_6_8,Excluded,Redundant with preferred feature: roam_og_mou_std_6_8,Correlation redundancy,21.0,1.1071626279040698,,,,,,,,,Voice / Call Behavior
roam_og_mou_pct_change_6_to_8,Excluded,Redundant with preferred feature: roam_og_mou_8,Correlation redundancy,2.0,81.59074269183378,,,,,,,,,Voice / Call Behavior
spl_ic_mou_6,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,4.017928891587349,0.0007556342939263327,275.0,0.5288339017383596,0.00404905742978595,0.0,0.0,,,Voice / Call Behavior
spl_ic_mou_7,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,3.8804264361863607,0.0015715905898130433,260.0,0.5232801675386161,0.0030526911987308666,0.0,0.0,,,Voice / Call Behavior
spl_ic_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
spl_og_mou_6,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,4.017928891587349,0.0026340956063923837,243.0,0.5070763450013811,0.005944420931833099,0.0,0.0,,,Voice / Call Behavior
std_ic_mou_6,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,4.017928891587349,0.00790376496041234,188.0,0.5187529465168466,0.004231386313294357,0.0,0.0,,,Voice / Call Behavior
std_ic_mou_7,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,3.8804264361863607,0.027483120515546133,102.0,0.5402555812171391,0.0090729231993638,1.0,0.2,,,Voice / Call Behavior
std_ic_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
std_ic_mou_avg_6_8,Excluded,Redundant with preferred feature: std_ic_mou_max_6_8,Correlation redundancy,23.0,1.1071626279040698,,,,,,,,,Voice / Call Behavior
std_ic_mou_max_6_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,23.0,1.1071626279040698,0.01508009119948106,133.0,0.531715696121883,0.0046293729892156925,0.0,0.0,,,Voice / Call Behavior
std_ic_t2f_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
std_ic_t2m_mou_6,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,4.017928891587349,0.007707039546585692,190.0,0.5223521843595327,0.003405677265849734,0.0,0.0,,,Voice / Call Behavior
std_ic_t2m_mou_7,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,3.8804264361863607,0.02720159897297658,105.0,0.5323500316104786,0.006516830888122471,0.0,0.0,,,Voice / Call Behavior
std_ic_t2m_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
std_ic_t2o_mou_6,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,4.017928891587349,0.0010923514901237663,266.0,,,0.0,0.0,,,Voice / Call Behavior
std_ic_t2o_mou_7,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,3.8804264361863607,0.0,301.0,,,,,,,Voice / Call Behavior
std_ic_t2o_mou_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,5.36616725298666,0.0,296.0,,,,,,,Voice / Call Behavior
std_ic_t2o_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
std_ic_t2t_mou_6,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,4.017928891587349,0.0007767889546896889,274.0,0.5203058889500168,0.0059707403729707224,0.0,0.0,,,Voice / Call Behavior
std_ic_t2t_mou_7,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,3.8804264361863607,0.004361848188826123,226.0,0.5385955548967057,0.008798949701833233,1.0,0.2,,,Voice / Call Behavior
std_ic_t2t_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
std_og_mou_7,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,3.8804264361863607,0.029210113613064248,100.0,0.517188242360941,0.008621288130492264,0.0,0.0,,,Voice / Call Behavior
std_og_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
std_og_mou_avg_6_8,Excluded,Redundant with preferred feature: std_og_mou_std_6_8,Correlation redundancy,19.0,1.1071626279040698,,,,,,,,,Voice / Call Behavior
std_og_mou_max_6_8,Excluded,Redundant with preferred feature: std_og_mou_std_6_8,Correlation redundancy,19.0,1.1071626279040698,,,,,,,,,Voice / Call Behavior
std_og_mou_min_6_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,1.1071626279040698,0.01257904811798638,153.0,0.5246456031888935,0.005319655424500113,0.0,0.0,,,Voice / Call Behavior
std_og_mou_std_6_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,19.0,1.1071626279040698,0.026778834762674508,106.0,0.536703167761549,0.006566310985220256,0.0,0.0,,,Voice / Call Behavior
std_og_t2c_mou_6,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,4.017928891587349,0.0002510685743264407,289.0,,,0.0,0.0,,,Voice / Call Behavior
std_og_t2c_mou_7,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,3.8804264361863607,0.00044752376638901303,285.0,,,0.0,0.0,,,Voice / Call Behavior
std_og_t2c_mou_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,5.36616725298666,0.0,305.0,,,,,,,Voice / Call Behavior
std_og_t2c_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
std_og_t2f_mou_6,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,4.017928891587349,0.0,306.0,,,,,,,Voice / Call Behavior
std_og_t2f_mou_7,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,3.8804264361863607,0.0019194120338883458,252.0,0.5331565241376536,0.001608833351860081,0.0,0.0,,,Voice / Call Behavior
std_og_t2f_mou_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,5.36616725298666,0.004088555281832829,228.0,0.5467014519993981,0.004209170842904389,1.0,0.2,,,Voice / Call Behavior
std_og_t2f_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
std_og_t2m_mou_7,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,3.8804264361863607,0.02734482062160204,103.0,0.5139352562245043,0.008332629123962577,0.0,0.0,,,Voice / Call Behavior
std_og_t2m_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
std_og_t2o_mou,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,1.0250183038982839,0.0005679853968270088,283.0,,,0.0,0.0,,,Voice / Call Behavior
std_og_t2t_mou_7,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,3.8804264361863607,0.00018844895584035903,290.0,0.5153834750617641,0.0063017797480635525,0.0,0.0,,,Voice / Call Behavior
std_og_t2t_mou_8_missing,Excluded,Redundant with preferred feature: spl_og_mou_8_missing,Correlation redundancy,11.0,0.0,,,,,,,,,Voice / Call Behavior
total_ic_mou_8_missing,Excluded,Constant feature,Constant screening,,,,,,,,,,,Voice / Call Behavior
total_ic_mou_avg_6_8,Excluded,Redundant with preferred feature: total_ic_mou_max_6_8,Correlation redundancy,17.0,0.0,,,,,,,,,Voice / Call Behavior
total_ic_mou_std_6_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,0.0,0.025392907399253373,109.0,0.5486307202539231,0.012267878803213835,3.0,0.6,,,Voice / Call Behavior
total_og_mou_6,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,,0.0,0.01276723810111191,150.0,0.5260137017876951,0.004612468552790867,0.0,0.0,,,Voice / Call Behavior
total_og_mou_8_missing,Excluded,Constant feature,Constant screening,,,,,,,,,,,Voice / Call Behavior
total_og_mou_avg_6_8,Excluded,Redundant with preferred feature: total_og_mou_max_6_8,Correlation redundancy,16.0,0.0,,,,,,,,,Voice / Call Behavior
total_og_mou_max_6_8,Excluded,Insufficient predictive evidence after stability/model review,Final predictive screening,16.0,0.0,0.022087715974438593,117.0,0.5472990173597354,0.004597046101317121,2.0,0.4,,,Voice / Call Behavior
total_activity_6,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.010701915188448652,163.0,0.5586332889023334,0.005715455402178123,4.0,0.8,0.00047229957287209245,4.5208486183611035e-05,Activity Signal
total_activity_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.0422794375739588,74.0,0.688918066369821,0.007156199809965305,5.0,1.0,0.0002161370926702988,5.44004298269972e-05,Activity Signal
total_activity_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.13499487441309688,1.0,0.8635396859303149,0.005317550622940467,5.0,1.0,0.0026332764921578765,0.0003614574553382116,Activity Signal
behavioral_decline_count,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.02396376734246841,113.0,0.6828120046665163,0.006905820685571446,5.0,1.0,1.1349335576227304e-05,4.939582393855126e-06,Behavioral Trend
total_activity_trend_score,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.04883665809021687,62.0,0.6779261019404512,0.006002565227322756,5.0,1.0,0.0,0.0,Behavioral Trend
aon,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,6.0,0.0,0.012745951441771375,151.0,0.6359412268683451,0.010407125969451269,5.0,1.0,0.0013873673822691669,9.56378234375934e-05,Customer Tenure
arpu_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.02417521204877482,112.0,0.6231411469497493,0.006460993297122647,5.0,1.0,0.0002876638536301046,2.1235447214165134e-05,Customer Value
arpu_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.08903422653992821,30.0,0.7947390870325969,0.007078235105444389,5.0,1.0,0.0004285070900434507,2.684884657154953e-05,Customer Value
arpu_avg_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,12.0,0.0,0.016834436859164414,128.0,0.6177755229454444,0.006142441053305748,5.0,1.0,0.00019017104294398733,6.910767543439135e-06,Customer Value
arpu_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.04332686962848942,72.0,0.7252774275227468,0.009125355040663917,5.0,1.0,0.00044563199774600993,3.5000237483835376e-05,Customer Value
arpu_change_7_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.051566915174555916,56.0,0.6667855920253581,0.0064329437318242635,5.0,1.0,0.0010660014796421314,8.862715003596253e-05,Customer Value
arpu_min_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.06846243692489073,50.0,0.7889176891053389,0.008162067688703237,5.0,1.0,9.048716662600765e-05,2.561076873181534e-05,Customer Value
arpu_pct_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,3.7786389042661477,0.09337136108459854,26.0,0.7824410378854525,0.008776160643501327,5.0,1.0,2.312150837964211e-05,2.1122860092469877e-05,Customer Value
arpu_pct_change_7_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,3.8357827818353902,0.08885586805556289,31.0,0.7281509317010315,0.008263449428309031,5.0,1.0,0.0002477537853422751,4.027865428410132e-05,Customer Value
arpu_recent_vs_baseline,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.04554846367851639,66.0,0.7425556009535531,0.009382745503426996,5.0,1.0,0.00016082229539986502,3.65956065616446e-05,Customer Value
arpu_recent_vs_baseline_pct,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.09866901141711515,21.0,0.7963570369153274,0.008905408763486585,5.0,1.0,0.00011049505542328752,1.742050189565331e-05,Customer Value
arpu_std_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.01860794741775007,122.0,0.6770208388334694,0.003455558615503562,5.0,1.0,0.0012887790387671404,0.00016683454366843323,Customer Value
arpu_trend_score,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.03974934857571033,82.0,0.669839000893391,0.008271630782707345,5.0,1.0,3.6142972990727e-05,1.6704779616431323e-05,Customer Value
recharge_value_per_transaction_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,15.0,3.5482776478151394,0.07405610832870835,45.0,0.7005904971671044,0.006848705309680822,5.0,1.0,0.00022499745456807662,3.1753631274662e-05,Customer Value
aug_vbc_3g,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.0057166065615992245,209.0,0.558945290836791,0.0023976505549151363,5.0,1.0,0.00010184611213917005,5.534469919885622e-05,Data Engagement
sachet_2g_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.005440601859702632,215.0,0.5523060003266045,0.0018468284363130638,5.0,1.0,0.0,0.0,Data Engagement
vol_2g_mb_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,5.0,0.0,0.013087417540422974,149.0,0.5937231694113512,0.0028778479478850936,5.0,1.0,6.640466454976846e-06,2.739446332675167e-05,Data Engagement
vol_2g_mb_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.005951683954210862,207.0,0.5617132337129396,0.007670604592990229,5.0,1.0,7.832098640725427e-06,6.750664381372622e-06,Data Engagement
vol_2g_mb_min_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.006958790739316045,197.0,0.5582559294355914,0.0020767911887772,5.0,1.0,9.965504650910617e-06,6.734406327226602e-06,Data Engagement
vol_2g_mb_pct_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,77.8103180413936,0.010810016674591472,162.0,0.5731553118207581,0.005406955854411606,5.0,1.0,9.28512111236568e-05,3.0360551491120536e-05,Data Engagement
vol_3g_mb_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.008185101276488638,184.0,0.5647053177911648,0.003592459612391856,5.0,1.0,0.0001931885631564212,6.482938988399573e-05,Data Engagement
last_day_rch_amt_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.013325279920591848,148.0,0.6297041065622485,0.007642400075958522,5.0,1.0,0.0007185494030764961,2.2820482454294507e-05,Original / Other
last_day_rch_amt_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.05671138824388278,54.0,0.7582586202898407,0.005350403682112397,5.0,1.0,0.004777214993173895,0.00011246463963855995,Original / Other
av_rech_amt_data_std_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,62.70111966285113,0.0052728037815577,219.0,0.5506608260961536,0.009019171160179218,3.0,0.6,3.8122620009128916e-05,1.062537491853395e-05,Recharge Activity
max_rech_amt_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.022235599730591193,116.0,0.6407858916947351,0.0075411959776161075,5.0,1.0,0.0003333591039811123,2.819383220873437e-05,Recharge Activity
max_rech_amt_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.07368552412281004,46.0,0.775992263555046,0.006147230642051934,5.0,1.0,0.00020721907115068828,2.1415321417628353e-05,Recharge Activity
no_recharge_amt_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.01692132028176463,127.0,0.6142919039937934,0.005603482762870938,5.0,1.0,0.0,0.0,Recharge Activity
no_recharge_amt_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.06883746287850467,49.0,0.7507057917946155,0.004936251368770679,5.0,1.0,0.0,0.0,Recharge Activity
no_recharge_count_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,9.0,0.0,0.026066364354175864,107.0,0.5895231422847927,0.0007271275020832674,5.0,1.0,-1.1541534315639978e-05,3.978560335695341e-07,Recharge Activity
recharge_amount_min_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.05129674190445144,58.0,0.7605292699191277,0.005497238368482438,5.0,1.0,0.0002241421701766555,2.8179465170939513e-05,Recharge Activity
recharge_amount_recent_vs_baseline,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.03974515340571094,83.0,0.7297480389815261,0.008808417285911469,5.0,1.0,0.00015674768211935142,3.615933888415736e-05,Recharge Activity
recharge_amount_recent_vs_baseline_pct,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.7821568242290041,0.07765913521422463,40.0,0.7795206096715372,0.006240973575172555,5.0,1.0,0.000147358773687567,2.9515062517769598e-05,Recharge Activity
recharge_amount_std_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.027248703401508756,104.0,0.6237146221222734,0.004173839505291843,5.0,1.0,0.0001286386164460529,1.8540240994481924e-05,Recharge Activity
recharge_amount_trend_score,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.03517956646438747,88.0,0.6857240604800003,0.006377780254380884,5.0,1.0,2.9761974834485726e-05,1.4354704847002741e-05,Recharge Activity
recharge_amt_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.04217887872837123,75.0,0.7201779284582744,0.008897637961387145,5.0,1.0,0.0001587657688856492,1.3981431230218123e-05,Recharge Activity
recharge_amt_change_7_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.044347218550101486,68.0,0.6553726168082307,0.00578519966251489,5.0,1.0,0.0001132819371481908,1.227842359768311e-05,Recharge Activity
recharge_amt_pct_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,11.23412918087823,0.07445356719403273,44.0,0.7777944010199249,0.007834433102005179,5.0,1.0,0.00026062149096164335,2.1564835628135317e-05,Recharge Activity
recharge_amt_pct_change_7_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,11.787710494830266,0.06655173049553809,51.0,0.7061230122692341,0.004221846019065126,5.0,1.0,0.0003684161540927766,5.192358958655094e-05,Recharge Activity
