feature,status,reason,selection_stage,correlation_group,missing_pct_dev,mutual_information,mi_rank,mean_cv_auc,cv_auc_std,stable_folds,stability_rate,permutation_importance_mean,permutation_importance_std,feature_family
recharge_count_min_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.0333410934050411,92.0,0.7099349485726905,0.006852350574206144,5.0,1.0,0.00012251708658821413,1.1855227393443165e-05,Recharge Activity
recharge_count_recent_vs_baseline,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.025161983601829974,111.0,0.6869932484766306,0.0034295299970942767,5.0,1.0,0.00012411233612725782,3.102420474918466e-05,Recharge Activity
recharge_count_recent_vs_baseline_pct,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.10000178574617405,0.0481013670926278,63.0,0.718216045628389,0.004342956523593214,5.0,1.0,4.0803792427279714e-05,8.510487704417248e-06,Recharge Activity
recharge_count_std_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.008998718199159095,174.0,0.5946929329923971,0.005773993481047426,5.0,1.0,0.0010374503568675308,0.00021218925699549956,Recharge Activity
recharge_count_trend_score,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.013626127802762289,139.0,0.6290779501481384,0.005681385072513348,5.0,1.0,4.995245243442081e-05,4.485854351990862e-06,Recharge Activity
recharge_num_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.02301645430240362,114.0,0.6771597182551614,0.002990597449488053,5.0,1.0,0.00045530439931873445,2.6737228064110936e-05,Recharge Activity
recharge_num_pct_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,1.6232432722012893,0.049343693856507054,60.0,0.704173534614619,0.004994609559857068,5.0,1.0,0.000404645616516297,2.3695298611470043e-05,Recharge Activity
total_rech_amt_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.022913227345508824,115.0,0.6306091086637211,0.0074205753274417694,5.0,1.0,7.712935422050648e-05,2.171108729382335e-05,Recharge Activity
total_rech_amt_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.07311434696921926,47.0,0.7944222431529933,0.006061804837720412,5.0,1.0,7.525541650903467e-05,1.0311036956758514e-05,Recharge Activity
total_rech_data_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,73.76203146484758,0.0106260621343095,164.0,0.5552479609001557,0.0021589888899913117,5.0,1.0,0.00035467394420802824,8.997159272532513e-05,Recharge Activity
total_rech_data_8_missing,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,10.0,0.0,0.02065872384579337,120.0,0.5996315537968291,0.002774931611053822,5.0,1.0,3.9650599989338176e-05,1.0680155555743905e-05,Recharge Activity
total_rech_num_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.01381631420671292,137.0,0.6019315687246227,0.00615425678433763,5.0,1.0,0.00017642883305923895,2.9245256681143295e-05,Recharge Activity
total_rech_num_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.03987594230995084,81.0,0.7337783121167823,0.006571875297759368,5.0,1.0,0.0009271763299949276,3.733333001376584e-05,Recharge Activity
voice_rech_recency_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,1.757174235254201,0.013451955792765036,145.0,0.5828043151681872,0.005094818516178459,5.0,1.0,0.0004503312569303919,1.9899842992512276e-05,Recharge Activity
voice_rech_recency_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,3.5482776478151394,0.03100286953994158,95.0,0.6397139808361875,0.004690843664525307,5.0,1.0,0.009988626159084645,0.00041433470413393425,Recharge Activity
voice_rech_recency_8_high_flag,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.009634312676468637,170.0,0.5705291662096211,0.005210393074031365,5.0,1.0,0.0,0.0,Recharge Activity
total_activity_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.061437016072539485,52.0,0.7225295992892589,0.007360153175986908,5.0,1.0,0.00030850780694477995,2.1182786291830547e-05,Temporal Change
total_activity_change_7_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.08265216332836345,37.0,0.6678169486607397,0.006254587946828227,5.0,1.0,0.0002997147146058587,8.762692342723877e-06,Temporal Change
total_activity_pct_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,6.842979338916766,0.1256724062875203,7.0,0.8007731813988512,0.0038848502900348724,5.0,1.0,0.000268242170988664,4.556203382199991e-05,Temporal Change
total_activity_pct_change_7_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,6.462615403846497,0.12636001713866474,6.0,0.7466387504638953,0.007440863288597299,5.0,1.0,0.003194881209406852,0.00022652955008493284,Temporal Change
ic_others_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.01183631626165349,157.0,0.5921327185074896,0.005306718731182904,5.0,1.0,0.0,0.0,Voice / Call Behavior
isd_ic_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.006102286660146339,204.0,0.5546879759714909,0.0025561798261014308,5.0,1.0,0.0005271242633564599,5.3453753913153496e-05,Voice / Call Behavior
loc_ic_mou_6,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,4.017928891587349,0.021116773642640307,119.0,0.627543469504473,0.01292312747917332,5.0,1.0,7.516892707606359e-05,1.8835785373802625e-05,Voice / Call Behavior
loc_ic_mou_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,3.8804264361863607,0.051419245432669625,57.0,0.6727802463045756,0.008836059271229907,5.0,1.0,9.485007801601775e-05,1.6421158202487596e-05,Voice / Call Behavior
loc_ic_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.1327721708895877,2.0,0.7002466668412761,0.0034955401398169762,5.0,1.0,0.0001472818941917309,2.5291692790695385e-05,Voice / Call Behavior
loc_ic_mou_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,8.084072929873749,0.08577666138921636,34.0,0.5912804862959564,0.009901717004050832,5.0,1.0,0.00036188139694479646,5.9149974788963035e-05,Voice / Call Behavior
loc_ic_mou_change_7_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,6.889408739441776,0.1009906249303072,17.0,0.5826299389310602,0.007481047214817481,5.0,1.0,1.176256286654631e-05,0.00011336211522553161,Voice / Call Behavior
loc_ic_mou_max_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,22.0,1.1071626279040698,0.0381570122045547,86.0,0.6778494116081103,0.00843307365020155,5.0,1.0,3.796886101741226e-05,4.0338161215592854e-06,Voice / Call Behavior
loc_ic_mou_min_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,1.1071626279040698,0.04756265934872306,64.0,0.7285550158255589,0.006095490593282993,5.0,1.0,2.2208564366343885e-05,3.953224861730925e-06,Voice / Call Behavior
loc_ic_mou_pct_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,12.859158199253558,0.09957703491914205,20.0,0.6336318793458195,0.009886302097457037,5.0,1.0,8.648943284894628e-07,8.329492915666489e-06,Voice / Call Behavior
loc_ic_mou_pct_change_7_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,10.946624046857979,0.11453158659322726,14.0,0.62497968512836,0.00806798213138907,5.0,1.0,0.0005382717902559176,5.205628087315329e-05,Voice / Call Behavior
loc_ic_mou_std_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,1.1071626279040698,0.04262174795562057,73.0,0.6257197804784376,0.007682143975035385,5.0,1.0,0.00019776289316000283,3.9858207343862827e-05,Voice / Call Behavior
loc_ic_t2f_mou_6,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,4.017928891587349,0.01846779841241819,124.0,0.6150152791970642,0.008291070022593836,5.0,1.0,0.00028150388402437,4.7218018305362516e-05,Voice / Call Behavior
loc_ic_t2f_mou_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,3.8804264361863607,0.04024155878551228,80.0,0.631505894285751,0.001782583807467709,5.0,1.0,0.00022452656765592494,6.610944776004577e-05,Voice / Call Behavior
loc_ic_t2f_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.09736043277528639,22.0,0.6346962525998376,0.006207651213145955,5.0,1.0,0.00026703131892888974,3.945948954940868e-05,Voice / Call Behavior
loc_ic_t2m_mou_6,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,4.017928891587349,0.01857272413783373,123.0,0.6228708830053191,0.012757030909874479,5.0,1.0,0.0001588810881294256,1.1672913195335813e-05,Voice / Call Behavior
loc_ic_t2m_mou_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,3.8804264361863607,0.04958077510998771,59.0,0.6682841316156752,0.00995262121973649,5.0,1.0,0.00021227389800348995,5.000346184792329e-05,Voice / Call Behavior
loc_ic_t2m_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.13206463162329962,4.0,0.6976853477253921,0.0034805038042020936,5.0,1.0,6.42232088532202e-05,2.937092320540723e-05,Voice / Call Behavior
loc_ic_t2t_mou_6,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,4.017928891587349,0.01595315355239446,130.0,0.6020086820407059,0.012217762035947865,5.0,1.0,1.4520614780444419e-05,9.464612222738125e-06,Voice / Call Behavior
loc_ic_t2t_mou_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,3.8804264361863607,0.04217261838060948,76.0,0.6418907185000572,0.010299308706174218,5.0,1.0,0.00017156620494616082,3.09077684978743e-05,Voice / Call Behavior
loc_ic_t2t_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.11631360875752494,12.0,0.6728987368931987,0.006631787603184347,5.0,1.0,0.00015695910073298958,5.462956811569927e-05,Voice / Call Behavior
loc_og_mou_6,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,4.017928891587349,0.013534461236601958,141.0,0.601660898089561,0.006362118471831581,5.0,1.0,0.00012196932018027073,3.1508558074249116e-05,Voice / Call Behavior
loc_og_mou_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,3.8804264361863607,0.04359276770489173,71.0,0.6486269725871596,0.006364176322494553,5.0,1.0,2.2343103484057104e-05,2.6770186721740152e-06,Voice / Call Behavior
loc_og_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.11656444616294648,11.0,0.6802409230438756,0.004752814846234848,5.0,1.0,0.00015887147819242385,3.4532337443447555e-05,Voice / Call Behavior
loc_og_mou_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,8.084072929873749,0.07826977737959595,39.0,0.5801787116293821,0.004555952088092224,5.0,1.0,0.0003834172657221968,2.51780092183751e-05,Voice / Call Behavior
loc_og_mou_change_7_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,6.889408739441776,0.08696680937887424,33.0,0.5741376046197946,0.005122341836057282,5.0,1.0,0.00014133334319965662,1.609699154684009e-05,Voice / Call Behavior
loc_og_mou_max_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,18.0,1.1071626279040698,0.028620209731344604,101.0,0.6503016636208034,0.0035417256077435576,5.0,1.0,0.00019958878118671032,3.232055403353212e-05,Voice / Call Behavior
loc_og_mou_min_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,1.1071626279040698,0.0335284382777028,90.0,0.6904812439904039,0.003745955082475507,5.0,1.0,0.00027223029483631757,3.834283688464443e-05,Voice / Call Behavior
loc_og_mou_pct_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,15.748495508848373,0.08416589580214673,36.0,0.6280242683185658,0.004547105403974489,5.0,1.0,0.0,0.0,Voice / Call Behavior
loc_og_mou_pct_change_7_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,14.03775067411918,0.0904520569779168,27.0,0.6133720217944407,0.009350078325383997,5.0,1.0,0.00024687928107698377,1.197337987973038e-05,Voice / Call Behavior
loc_og_mou_std_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,1.1071626279040698,0.03486211113126547,89.0,0.6200055996796372,0.0037472658120974965,5.0,1.0,0.00014457189196277477,1.8351970624058752e-05,Voice / Call Behavior
loc_og_t2c_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.0055715541449496975,210.0,0.5649281159149981,0.003013320195220984,5.0,1.0,0.0009617048335726297,0.00010909675784966112,Voice / Call Behavior
loc_og_t2f_mou_6,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,4.017928891587349,0.010935363428142386,161.0,0.5974617943085409,0.00399527938630081,5.0,1.0,5.222039756227481e-05,7.757808751186355e-06,Voice / Call Behavior
loc_og_t2f_mou_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,3.8804264361863607,0.01393225686515609,136.0,0.6302922528380293,0.0017637326238018382,5.0,1.0,0.00010680483962204335,3.9569869797005234e-05,Voice / Call Behavior
loc_og_t2f_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.029924947270711044,97.0,0.6732427502007673,0.0024869186894249705,5.0,1.0,0.00017516993131456716,4.153849656248624e-05,Voice / Call Behavior
loc_og_t2m_mou_6,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,4.017928891587349,0.012614570697536243,152.0,0.5990128774732149,0.004973592766888786,5.0,1.0,3.741148467246713e-05,1.1268510645958667e-05,Voice / Call Behavior
loc_og_t2m_mou_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,3.8804264361863607,0.04393784021142477,70.0,0.6449608144826195,0.006222253484476064,5.0,1.0,0.00022949490507575553,4.20144796316795e-05,Voice / Call Behavior
loc_og_t2m_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.11551483332842016,13.0,0.6774471440752573,0.0051540624743141965,5.0,1.0,0.00047002201780723676,4.3966076095830604e-05,Voice / Call Behavior
loc_og_t2t_mou_6,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,4.017928891587349,0.014438961777976544,134.0,0.5839434148099599,0.008374691558121677,5.0,1.0,9.360078620832546e-05,1.2046660686113975e-05,Voice / Call Behavior
loc_og_t2t_mou_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,3.8804264361863607,0.03720486245948962,87.0,0.6272978351312165,0.00543367200149719,5.0,1.0,0.00012911911329507308,1.545818629919399e-05,Voice / Call Behavior
loc_og_t2t_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.10968123748958081,15.0,0.6592058251952502,0.0031361547537640286,5.0,1.0,0.0005549258110463917,7.629912334954853e-05,Voice / Call Behavior
offnet_mou_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,3.8804264361863607,0.03034316258307368,96.0,0.5577430413640864,0.009813256266966646,3.0,0.6,0.0001066510806303267,2.2505881529280547e-05,Voice / Call Behavior
offnet_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.0956439007784442,23.0,0.6182227963901905,0.008434814871133779,5.0,1.0,0.00027448863002723647,5.314655381333959e-05,Voice / Call Behavior
onnet_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.08963669213400216,29.0,0.5891185136219897,0.004778016873867945,5.0,1.0,0.0003209526753369607,3.480503196778231e-05,Voice / Call Behavior
roam_ic_mou_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,3.8804264361863607,0.007466251656218503,194.0,0.5844399897445045,0.00412898461580535,5.0,1.0,5.476703086251256e-05,7.638866309527388e-06,Voice / Call Behavior
roam_ic_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,1.0,5.36616725298666,0.01161615468999111,159.0,0.6001239311518478,0.006065329196675006,5.0,1.0,6.0379234060303764e-05,1.2351689050937147e-05,Voice / Call Behavior
roam_ic_mou_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,8.084072929873749,0.008368514582410613,180.0,0.5711688873039804,0.008700551112370992,5.0,1.0,6.968165305920593e-05,1.9757301263597572e-05,Voice / Call Behavior
roam_ic_mou_min_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,1.1071626279040698,0.01345653377239886,144.0,0.5801925846881663,0.00318052012211726,5.0,1.0,1.342508196442438e-05,2.304902867697719e-06,Voice / Call Behavior
roam_ic_mou_pct_change_7_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,85.94617761031446,0.008297017205858737,181.0,0.5622132487526185,0.006632370899507004,5.0,1.0,0.00019896413528288636,1.9477030905485067e-05,Voice / Call Behavior
roam_ic_mou_std_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,25.0,1.1071626279040698,0.012232240873583322,155.0,0.5927465386561618,0.0012841477887499525,5.0,1.0,0.00012053743956985663,1.2916863545651213e-05,Voice / Call Behavior
roam_og_mou_6,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,4.017928891587349,0.005479198447385647,213.0,0.5588854882635058,0.004577293991413736,5.0,1.0,9.654142692487877e-05,1.0353760554466171e-05,Voice / Call Behavior
roam_og_mou_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,3.8804264361863607,0.00983289025825651,169.0,0.5904207756794979,0.00232312848338619,5.0,1.0,0.0005897906624183103,4.554275367269813e-05,Voice / Call Behavior
roam_og_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,2.0,5.36616725298666,0.013469898478134956,143.0,0.6014584408625987,0.0060310773798111375,5.0,1.0,0.004943889740195884,0.00037378719076189276,Voice / Call Behavior
roam_og_mou_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,8.084072929873749,0.007681365213168867,191.0,0.5641196494608667,0.008619788422200366,5.0,1.0,0.00033913467610753313,2.9229330679689242e-05,Voice / Call Behavior
roam_og_mou_min_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,1.1071626279040698,0.017009111240190444,126.0,0.5830904544233628,0.0030914183581042466,5.0,1.0,0.0001116194180502017,9.036253944786983e-06,Voice / Call Behavior
roam_og_mou_pct_change_7_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,86.00153574170967,0.0074956340482130734,193.0,0.556445205034646,0.006204156238260896,4.0,0.8,0.0,0.0,Voice / Call Behavior
roam_og_mou_std_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,21.0,1.1071626279040698,0.010187452132284225,166.0,0.6078152545126397,0.0014765125392116186,5.0,1.0,7.542839537471036e-05,7.864452088613898e-06,Voice / Call Behavior
spl_ic_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.008760187351575244,176.0,0.5586031285116089,0.0019055943556729592,5.0,1.0,0.0035224070816395558,0.00041720619263122005,Voice / Call Behavior
spl_og_mou_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,3.8804264361863607,0.0014543185999915664,261.0,0.5564501480982326,0.0053707206306297045,4.0,0.8,0.0002562681895086572,3.3634801403839446e-05,Voice / Call Behavior
spl_og_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.020354691465956254,121.0,0.6609653402209814,0.0022815020660772144,5.0,1.0,0.00022546834148011728,3.2825561356357914e-05,Voice / Call Behavior
spl_og_mou_8_missing,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,11.0,0.0,0.0797544526077143,38.0,0.7034131736351691,0.003424555488059252,5.0,1.0,0.0,0.0,Voice / Call Behavior
std_ic_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.0934214134079745,25.0,0.6053298678537316,0.007283247332156752,5.0,1.0,0.00036724374178092044,5.591977657437122e-05,Voice / Call Behavior
std_ic_mou_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,8.084072929873749,0.04460637778843024,67.0,0.5828870778261515,0.011118257018897371,5.0,1.0,0.00011845208324465784,2.058486635943281e-05,Voice / Call Behavior
std_ic_mou_change_7_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,6.889408739441776,0.04889054690818595,61.0,0.5674802410117493,0.009033329581760044,5.0,1.0,9.639727787016383e-05,2.3925508679858637e-05,Voice / Call Behavior
std_ic_mou_min_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,1.1071626279040698,0.015119825001340681,132.0,0.5683089895573971,0.005179412259245529,5.0,1.0,0.0004786229114064122,4.8213495355444855e-05,Voice / Call Behavior
std_ic_mou_pct_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,31.234486330113036,0.03818147715091391,85.0,0.6044846245167195,0.008373029371753596,5.0,1.0,2.2727500963437564e-05,8.68081092104596e-06,Voice / Call Behavior
std_ic_mou_pct_change_7_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,29.920177146020464,0.03818760069218463,84.0,0.5896440533633334,0.011222123908217018,5.0,1.0,0.00041122842334915253,2.4277249637552737e-05,Voice / Call Behavior
std_ic_mou_std_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,1.1071626279040698,0.025693907155882822,108.0,0.5545002625583794,0.005406282326310149,4.0,0.8,0.0007103761516729978,8.755561531957699e-05,Voice / Call Behavior
std_ic_t2f_mou_6,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,4.017928891587349,0.0029034767460818234,242.0,0.5513828408374105,0.0022415364948482077,3.0,0.6,1.662519097962445e-05,1.0952798937140707e-06,Voice / Call Behavior
std_ic_t2f_mou_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,3.8804264361863607,0.004937275076701386,222.0,0.5676693905598726,0.005157001171945112,5.0,1.0,6.48959044419417e-05,1.211795906360177e-05,Voice / Call Behavior
std_ic_t2f_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.013443267217679411,146.0,0.5940635636744311,0.0018867033577605957,5.0,1.0,0.00022589117870743802,3.398959313796405e-05,Voice / Call Behavior
std_ic_t2m_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.08978116879959641,28.0,0.5903024843440086,0.006740769162895049,5.0,1.0,0.00020792059655039274,2.0085076360507346e-05,Voice / Call Behavior
std_ic_t2t_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.014100371432573588,135.0,0.6350473276362801,0.0012978648725694717,5.0,1.0,0.00015308629612897917,1.1683525677272719e-05,Voice / Call Behavior
std_og_mou_6,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,4.017928891587349,0.01598687288597378,129.0,0.5920433542870509,0.005814631353369901,5.0,1.0,9.141933051335372e-05,3.588054489469977e-05,Voice / Call Behavior
std_og_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.08826842904874965,32.0,0.5651005640854525,0.006667232567906383,5.0,1.0,0.000150703031757482,1.6197850249610814e-05,Voice / Call Behavior
std_og_mou_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,8.084072929873749,0.04179262616769175,77.0,0.6009792431246603,0.007275963044198245,5.0,1.0,0.00014880987417194015,2.4373119194174044e-05,Voice / Call Behavior
std_og_mou_change_7_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,6.889408739441776,0.04150443781697044,78.0,0.5946218355045936,0.006987325910297854,5.0,1.0,0.000254548010788791,4.9844739395908194e-05,Voice / Call Behavior
std_og_mou_pct_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,36.39172128073716,0.025345294158521714,110.0,0.6062151269014284,0.006555477790633996,5.0,1.0,5.5526215884182936e-05,1.971622317573966e-05,Voice / Call Behavior
std_og_mou_pct_change_7_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,36.03992928445151,0.02930089087927601,99.0,0.5975166019956764,0.006572677690742306,5.0,1.0,0.0007298747138102079,9.428604930696443e-05,Voice / Call Behavior
std_og_t2m_mou_6,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,4.017928891587349,0.012549709356521221,154.0,0.5772407233559654,0.0077829048800908286,5.0,1.0,6.36273927603126e-05,1.1274852165417518e-05,Voice / Call Behavior
std_og_t2m_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.08514980273639172,35.0,0.5612861189977446,0.005466359812822454,5.0,1.0,0.0006033791133113642,6.564707975642513e-05,Voice / Call Behavior
std_og_t2t_mou_6,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,4.017928891587349,0.0017471540136453356,255.0,0.5627736259028628,0.0037335837693004826,5.0,1.0,0.00014363972807542868,3.0492840369875666e-05,Voice / Call Behavior
std_og_t2t_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,5.36616725298666,0.01120729949465904,160.0,0.6253731321605696,0.003303846778525476,5.0,1.0,0.00017829316083379788,1.1852936945225353e-05,Voice / Call Behavior
total_ic_mou_6,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.0153486760374284,131.0,0.6438315919691552,0.00902619072095006,5.0,1.0,9.725256226151835e-05,2.231689328247063e-05,Voice / Call Behavior
total_ic_mou_7,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.04649276857436391,65.0,0.7411151532030819,0.007479170659458953,5.0,1.0,0.00010221128974448046,1.4525234574367022e-05,Voice / Call Behavior
total_ic_mou_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.13249493775771315,3.0,0.8807620406686547,0.0017498548014600978,5.0,1.0,0.00115451860918665,0.0002075975692645279,Voice / Call Behavior
total_ic_mou_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.05283453524645254,55.0,0.6878363758437687,0.009294723910959134,5.0,1.0,0.00021218740857054108,2.5153117421973303e-05,Voice / Call Behavior
total_ic_mou_change_7_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.07732220492840591,41.0,0.639038877433562,0.007705520330947298,5.0,1.0,0.00039276773440610757,5.1435578760310874e-05,Voice / Call Behavior
total_ic_mou_max_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,17.0,0.0,0.03270740728112642,93.0,0.6826581391846259,0.008605343293585714,5.0,1.0,0.0001299743976865164,1.7260581140901444e-05,Voice / Call Behavior
total_ic_mou_min_6_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,0.0,0.09492646306050467,24.0,0.8548324861339595,0.002160710680831403,5.0,1.0,0.0006334486061291944,0.00014381997890760713,Voice / Call Behavior
total_ic_mou_pct_change_6_to_8,Retained,"Survived quality, redundancy and predictive-evidence screening",Final selection,,8.532295219557492,0.11719483180432388,10.0,0.7825503092862589,0.005885147484148563,5.0,1.0,0.00012144077364621975,3.8070364228392936e-05,Voice / Call Behavior
